pattern,unique_membership_queries,membership_queries,equivalence_queries,precision,recall,f1
(((b|ε)((b*)b))|ε),33,33,1,0,0.0,0
((a((a|ε)(a|ε)))|ε),33,33,1,0,0.0,0
((a((a|ε)(b|ε)))|ε),33,33,1,0,0,0
((a((a|ε)(a*)))|ε),33,33,1,0,0.0,0
((a((a|ε)(b*)))|ε),33,33,1,0,0,0
((a((b|ε)(a|ε)))|ε),33,33,1,0,0,0
((a((b|ε)(b|ε)))|ε),33,33,1,0,0,0
((a((b|ε)(a*)))|ε),33,33,1,0,0,0
((a((b|ε)(b*)))|ε),33,33,1,0,0.0,0
((a((a*)(a|ε)))|ε),33,33,1,0,0.0,0
((a((a*)(b|ε)))|ε),33,33,1,0,0,0
((a((a*)(a*)))|ε),54,54,2,1.0,1.0,1.0
((a((a*)(b*)))|ε),74,74,3,1.0,1.0,1.0
((a((b*)(a|ε)))|ε),33,33,1,0,0.0,0
((a((b*)(b|ε)))|ε),33,33,1,0,0.0,0
((a((b*)(a*)))|ε),73,73,3,1.0,1.0,1.0
((a((b*)(b*)))|ε),54,54,2,0,0,0
((b((a|ε)(a|ε)))|ε),33,33,1,0,0,0
((b((a|ε)(b|ε)))|ε),33,33,1,0,0,0
((b((a|ε)(a*)))|ε),33,33,1,0,0.0,0
((b((a|ε)(b*)))|ε),33,33,1,0,0,0
((b((b|ε)(a|ε)))|ε),33,33,1,0,0,0
((b((b|ε)(b|ε)))|ε),33,33,1,0,0,0
((b((b|ε)(a*)))|ε),33,33,1,0,0,0
((b((b|ε)(b*)))|ε),33,33,1,0,0.0,0
((b((a*)(a|ε)))|ε),33,33,1,0,0.0,0
((b((a*)(b|ε)))|ε),33,33,1,0,0.0,0
((b((a*)(a*)))|ε),54,54,2,1.0,1.0,1.0
((b((a*)(b*)))|ε),72,72,3,1.0,1.0,1.0
((b((b*)(a|ε)))|ε),33,33,1,0,0,0
((b((b*)(b|ε)))|ε),33,33,1,0,0.0,0
((b((b*)(a*)))|ε),72,72,3,1.0,1.0,1.0
((b((b*)(b*)))|ε),55,55,2,1.0,1.0,1.0
(((a*)((a|ε)a))|ε),33,33,1,0,0.0,0
(((a*)((a|ε)b))|ε),33,33,1,0,0,0
(((a*)((b|ε)a))|ε),33,33,1,0,0.0,0
(((a*)((b|ε)b))|ε),33,33,1,0,0,0
(((a*)(a(a|ε)))|ε),33,33,1,0,0.0,0
(((a*)(a(b|ε)))|ε),33,33,1,0,0,0
(((a*)(a(a*)))|ε),54,54,2,1.0,1.0,1.0
(((a*)(a(b*)))|ε),74,74,3,1.0,1.0,1.0
(((a*)(b(a|ε)))|ε),33,33,1,0,0.0,0
(((a*)(b(b|ε)))|ε),33,33,1,0,0,0
(((a*)(b(a*)))|ε),54,54,2,1.0,1.0,1.0
(((a*)(b(b*)))|ε),55,55,2,1.0,1.0,1.0
(((a*)((a*)a))|ε),54,54,2,1.0,1.0,1.0
(((a*)((a*)b))|ε),58,58,2,0,0,0
(((a*)((b*)a))|ε),89,89,3,1.0,1.0,1.0
(((a*)((b*)b))|ε),55,55,2,1.0,1.0,1.0
(((b*)((a|ε)a))|ε),91,91,3,1.0,1.0,1.0
(((b*)((a|ε)b))|ε),33,33,1,0,0,0
(((b*)((b|ε)a))|ε),33,33,1,0,0,0
(((b*)((b|ε)b))|ε),33,33,1,0,0.0,0
(((b*)(a(a|ε)))|ε),91,91,3,1.0,1.0,1.0
(((b*)(a(b|ε)))|ε),33,33,1,0,0,0
(((b*)(a(a*)))|ε),54,54,2,1.0,1.0,1.0
(((b*)(a(b*)))|ε),54,54,2,1.0,1.0,1.0
(((b*)(b(a|ε)))|ε),33,33,1,0,0,0
(((b*)(b(b|ε)))|ε),33,33,1,0,0.0,0
(((b*)(b(a*)))|ε),72,72,3,1.0,1.0,1.0
(((b*)(b(b*)))|ε),55,55,2,1.0,1.0,1.0
(((b*)((a*)a))|ε),54,54,2,1.0,1.0,1.0
(((b*)((a*)b))|ε),88,88,3,1.0,1.0,1.0
(((b*)((b*)a))|ε),55,55,2,0,0,0
(((b*)((b*)b))|ε),55,55,2,1.0,1.0,1.0
(a|(a|(a|(a*)))),35,35,1,1.0,1.0,1.0
(a|(a|(a|(b*)))),53,53,2,1.0,1.0,1.0
(a|(a|(b|(a*)))),52,52,2,1.0,1.0,1.0
(a|(a|(b|(b*)))),53,53,2,1.0,1.0,1.0
(a|(a|(aa))),54,54,2,0.0,0,0
(a|(a|(ab))),54,54,2,0,0,0
(a|(a|(ba))),64,64,2,0,0,0
(a|(a|(bb))),79,79,3,0,0,0
(a|(b|(a|(a*)))),52,52,2,1.0,1.0,1.0
(a|(b|(a|(b*)))),53,53,2,1.0,1.0,1.0
(a|(b|(b|(a*)))),52,52,2,1.0,1.0,1.0
(a|(b|(b|(b*)))),53,53,2,1.0,1.0,1.0
(a|(b|(aa))),55,55,2,0,0,0
(a|(b|(ab))),55,55,2,0,0,0
(a|(b|(ba))),53,53,2,0.0,0,0
(a|(b|(bb))),54,54,2,0.0,0,0
(a|((a|ε)(a|ε))),54,54,2,0.0,0,0
(a|((a|ε)(b|ε))),54,54,2,0,0,0
(a|((a|ε)(a*))),54,54,2,1.0,1.0,1.0
(a|((a|ε)(b*))),54,54,2,0,0,0
(a|((b|ε)(a|ε))),64,64,2,0,0,0
(a|((b|ε)(b|ε))),79,79,3,0,0,0
(a|((b|ε)(a*))),53,53,2,0.6666666666666666,1.0,0.8
(a|((b|ε)(b*))),54,54,2,1.0,1.0,1.0
(a|((a*)(a|ε))),54,54,2,1.0,1.0,1.0
(a|((a*)(b|ε))),55,55,2,0,0,0
(a|((a*)(a*))),35,35,1,1.0,1.0,1.0
(a|((a*)(b*))),53,53,2,1.0,1.0,1.0
(a|((b*)(a|ε))),55,55,2,0,0,0
(a|((b*)(b|ε))),54,54,2,1.0,1.0,1.0
(a|((b*)(a*))),53,53,2,1.0,1.0,1.0
(a|((b*)(b*))),53,53,2,1.0,1.0,1.0
(a|((aa)*)),35,35,1,0.0,0,0
(a|((ab)*)),35,35,1,0.0,0.0,0
(a|((ba)*)),73,73,3,0,0,0
(a|((bb)*)),75,75,3,1.0,1.0,1.0
(b|(a|(a|(a*)))),52,52,2,1.0,1.0,1.0
(b|(a|(a|(b*)))),53,53,2,1.0,1.0,1.0
(b|(a|(b|(a*)))),52,52,2,1.0,1.0,1.0
(b|(a|(b|(b*)))),53,53,2,1.0,1.0,1.0
(b|(a|(aa))),55,55,2,0,0,0
(b|(a|(ab))),55,55,2,0,0,0
(b|(a|(ba))),53,53,2,0.0,0,0
(b|(a|(bb))),54,54,2,0.0,0,0
(b|(b|(a|(a*)))),52,52,2,1.0,1.0,1.0
(b|(b|(a|(b*)))),53,53,2,1.0,1.0,1.0
(b|(b|(b|(a*)))),52,52,2,1.0,1.0,1.0
(b|(b|(b|(b*)))),35,35,1,1.0,1.0,1.0
(b|(b|(aa))),83,83,3,0,0,0
(b|(b|(ab))),58,58,2,0,0,0
(b|(b|(ba))),54,54,2,0.0,0,0
(b|(b|(bb))),55,55,2,0.0,0,0
(b|((a|ε)(a|ε))),83,83,3,0,0,0
(b|((a|ε)(b|ε))),58,58,2,0,0,0
(b|((a|ε)(a*))),55,55,2,0,0.0,0
(b|((a|ε)(b*))),55,55,2,0,0,0
(b|((b|ε)(a|ε))),54,54,2,0.0,0,0
(b|((b|ε)(b|ε))),55,55,2,0.0,0,0
(b|((b|ε)(a*))),54,54,2,1.0,1.0,1.0
(b|((b|ε)(b*))),55,55,2,1.0,1.0,1.0
(b|((a*)(a|ε))),55,55,2,0,0.0,0
(b|((a*)(b|ε))),58,58,2,0,0,0
(b|((a*)(a*))),52,52,2,1.0,1.0,1.0
(b|((a*)(b*))),53,53,2,1.0,1.0,1.0
(b|((b*)(a|ε))),72,72,3,0.0,0,0
(b|((b*)(b|ε))),55,55,2,1.0,1.0,1.0
(b|((b*)(a*))),53,53,2,1.0,1.0,1.0
(b|((b*)(b*))),35,35,1,1.0,1.0,1.0
(b|((aa)*)),73,73,3,0,0,0
(b|((ab)*)),75,75,3,1.0,1.0,1.0
(b|((ba)*)),35,35,1,0.0,0,0
(b|((bb)*)),35,35,1,1.0,1.0,1.0
(((a|ε)a)|(a*)),35,35,1,1.0,1.0,1.0
(((a|ε)a)|(b*)),102,102,4,1.0,1.0,1.0
(((a|ε)b)|(a*)),35,35,1,1.0,1.0,1.0
(((a|ε)b)|(b*)),75,75,3,1.0,1.0,1.0
(((b|ε)a)|(a*)),73,73,3,0.3333333333333333,1.0,0.5
(((b|ε)a)|(b*)),35,35,1,1.0,1.0,1.0
(((b|ε)b)|(a*)),75,75,3,1.0,1.0,1.0
(((b|ε)b)|(b*)),35,35,1,1.0,1.0,1.0
((a(a|ε))|(a*)),35,35,1,1.0,1.0,1.0
((a(a|ε))|(b*)),102,102,4,1.0,1.0,1.0
((a(b|ε))|(a*)),35,35,1,1.0,1.0,1.0
((a(b|ε))|(b*)),75,75,3,1.0,1.0,1.0
((a(a*))|(a*)),35,35,1,1.0,1.0,1.0
((a(a*))|(b*)),93,93,3,1.0,1.0,1.0
((a(b*))|(a*)),35,35,1,1.0,0.5,0.6666666666666666
((a(b*))|(b*)),53,53,2,1.0,1.0,1.0
((b(a|ε))|(a*)),73,73,3,0.3333333333333333,1.0,0.5
((b(a|ε))|(b*)),35,35,1,1.0,1.0,1.0
((b(b|ε))|(a*)),75,75,3,1.0,1.0,1.0
((b(b|ε))|(b*)),35,35,1,1.0,1.0,1.0
((b(a*))|(a*)),53,53,2,1.0,1.0,1.0
((b(a*))|(b*)),35,35,1,1.0,0.3333333333333333,0.5
((b(b*))|(a*)),93,93,3,1.0,1.0,1.0
((b(b*))|(b*)),35,35,1,1.0,1.0,1.0
(((a*)a)|(a*)),35,35,1,1.0,1.0,1.0
(((a*)a)|(b*)),93,93,3,1.0,1.0,1.0
(((a*)b)|(a*)),52,52,2,1.0,1.0,1.0
(((a*)b)|(b*)),125,125,4,1.0,1.0,1.0
(((b*)a)|(a*)),125,125,4,1.0,1.0,1.0
(((b*)a)|(b*)),52,52,2,1.0,1.0,1.0
(((b*)b)|(a*)),93,93,3,1.0,1.0,1.0
(((b*)b)|(b*)),35,35,1,1.0,1.0,1.0
(((a|(a|a))*)|(a*)),35,35,1,1.0,1.0,1.0
(((a|(a|a))*)|(b*)),93,93,3,1.0,1.0,1.0
(((a|(a|b))*)|(a*)),33,33,1,1.0,1.0,1.0
(((a|(a|b))*)|(b*)),33,33,1,1.0,1.0,1.0
(((a|(b|a))*)|(a*)),33,33,1,1.0,1.0,1.0
(((a|(b|a))*)|(b*)),33,33,1,1.0,1.0,1.0
(((a|(b|b))*)|(a*)),33,33,1,1.0,1.0,1.0
(((a|(b|b))*)|(b*)),33,33,1,1.0,1.0,1.0
(((b|(a|a))*)|(a*)),33,33,1,1.0,1.0,1.0
(((b|(a|a))*)|(b*)),33,33,1,1.0,1.0,1.0
(((b|(a|b))*)|(a*)),33,33,1,1.0,1.0,1.0
(((b|(a|b))*)|(b*)),33,33,1,1.0,1.0,1.0
(((b|(b|a))*)|(a*)),33,33,1,1.0,1.0,1.0
(((b|(b|a))*)|(b*)),33,33,1,1.0,1.0,1.0
(((b|(b|b))*)|(a*)),93,93,3,1.0,1.0,1.0
(((b|(b|b))*)|(b*)),35,35,1,1.0,1.0,1.0
((((a*)|(a*))*)|(a*)),35,35,1,1.0,1.0,1.0
((((a*)|(a*))*)|(b*)),93,93,3,1.0,1.0,1.0
((((a*)|(b*))*)|(a*)),33,33,1,1.0,1.0,1.0
((((a*)|(b*))*)|(b*)),33,33,1,1.0,1.0,1.0
((((b*)|(a*))*)|(a*)),33,33,1,1.0,1.0,1.0
((((b*)|(a*))*)|(b*)),33,33,1,1.0,1.0,1.0
((((b*)|(b*))*)|(a*)),93,93,3,1.0,1.0,1.0
((((b*)|(b*))*)|(b*)),35,35,1,1.0,1.0,1.0
((a*)|((a|(a|a))*)),35,35,1,1.0,1.0,1.0
((a*)|((a|(a|b))*)),33,33,1,1.0,1.0,1.0
((a*)|((a|(b|a))*)),33,33,1,1.0,1.0,1.0
((a*)|((a|(b|b))*)),33,33,1,1.0,1.0,1.0
((a*)|((b|(a|a))*)),33,33,1,1.0,1.0,1.0
((a*)|((b|(a|b))*)),33,33,1,1.0,1.0,1.0
((a*)|((b|(b|a))*)),33,33,1,1.0,1.0,1.0
((a*)|((b|(b|b))*)),93,93,3,1.0,1.0,1.0
((a*)|(((a*)|(a*))*)),35,35,1,1.0,1.0,1.0
((a*)|(((a*)|(b*))*)),33,33,1,1.0,1.0,1.0
((a*)|(((b*)|(a*))*)),33,33,1,1.0,1.0,1.0
((a*)|(((b*)|(b*))*)),93,93,3,1.0,1.0,1.0
((a*)|(((a|ε)a)*)),35,35,1,1.0,1.0,1.0
((a*)|(((a|ε)b)*)),35,35,1,1.0,0.5,0.6666666666666666
((a*)|(((b|ε)a)*)),73,73,3,0.2,1.0,0.33333333333333337
((a*)|(((b|ε)b)*)),75,75,3,1.0,1.0,1.0
((a*)|((a(a|ε))*)),35,35,1,1.0,1.0,1.0
((a*)|((a(b|ε))*)),35,35,1,1.0,0.5,0.6666666666666666
((a*)|((a(a*))*)),35,35,1,1.0,1.0,1.0
((a*)|((a(b*))*)),53,53,2,1.0,1.0,1.0
((a*)|((b(a|ε))*)),73,73,3,0.2,1.0,0.33333333333333337
((a*)|((b(b|ε))*)),75,75,3,1.0,1.0,1.0
((a*)|((b(a*))*)),72,72,3,1.0,1.0,1.0
((a*)|((b(b*))*)),93,93,3,1.0,1.0,1.0
((a*)|(((a*)a)*)),35,35,1,1.0,1.0,1.0
((a*)|(((a*)b)*)),54,54,2,1.0,1.0,1.0
((a*)|(((b*)a)*)),35,35,1,1.0,1.0,1.0
((a*)|(((b*)b)*)),93,93,3,1.0,1.0,1.0
((b*)|((a|(a|a))*)),93,93,3,1.0,1.0,1.0
((b*)|((a|(a|b))*)),33,33,1,1.0,1.0,1.0
((b*)|((a|(b|a))*)),33,33,1,1.0,1.0,1.0
((b*)|((a|(b|b))*)),33,33,1,1.0,1.0,1.0
((b*)|((b|(a|a))*)),33,33,1,1.0,1.0,1.0
((b*)|((b|(a|b))*)),33,33,1,1.0,1.0,1.0
((b*)|((b|(b|a))*)),33,33,1,1.0,1.0,1.0
((b*)|((b|(b|b))*)),35,35,1,1.0,1.0,1.0
((b*)|(((a*)|(a*))*)),93,93,3,1.0,1.0,1.0
((b*)|(((a*)|(b*))*)),33,33,1,1.0,1.0,1.0
((b*)|(((b*)|(a*))*)),33,33,1,1.0,1.0,1.0
((b*)|(((b*)|(b*))*)),35,35,1,1.0,1.0,1.0
((b*)|(((a|ε)a)*)),102,102,4,1.0,1.0,1.0
((b*)|(((a|ε)b)*)),104,104,4,1.0,1.0,1.0
((b*)|(((b|ε)a)*)),35,35,1,1.0,1.0,1.0
((b*)|(((b|ε)b)*)),35,35,1,1.0,1.0,1.0
((b*)|((a(a|ε))*)),102,102,4,1.0,1.0,1.0
((b*)|((a(b|ε))*)),104,104,4,1.0,1.0,1.0
((b*)|((a(a*))*)),93,93,3,1.0,1.0,1.0
((b*)|((a(b*))*)),74,74,3,1.0,1.0,1.0
((b*)|((b(a|ε))*)),35,35,1,1.0,1.0,1.0
((b*)|((b(b|ε))*)),35,35,1,1.0,1.0,1.0
((b*)|((b(a*))*)),53,53,2,1.0,1.0,1.0
((b*)|((b(b*))*)),35,35,1,1.0,1.0,1.0
((b*)|(((a*)a)*)),93,93,3,1.0,1.0,1.0
((b*)|(((a*)b)*)),35,35,1,1.0,1.0,1.0
((b*)|(((b*)a)*)),55,55,2,1.0,1.0,1.0
((b*)|(((b*)b)*)),35,35,1,1.0,1.0,1.0
((((a|ε)a)*)|(a*)),35,35,1,1.0,1.0,1.0
((((a|ε)a)*)|(b*)),102,102,4,1.0,1.0,1.0
((((a|ε)b)*)|(a*)),35,35,1,1.0,0.5,0.6666666666666666
((((a|ε)b)*)|(b*)),104,104,4,1.0,1.0,1.0
((((b|ε)a)*)|(a*)),73,73,3,0.2,1.0,0.33333333333333337
((((b|ε)a)*)|(b*)),35,35,1,1.0,1.0,1.0
((((b|ε)b)*)|(a*)),75,75,3,1.0,1.0,1.0
((((b|ε)b)*)|(b*)),35,35,1,1.0,1.0,1.0
(((a(a|ε))*)|(a*)),35,35,1,1.0,1.0,1.0
(((a(a|ε))*)|(b*)),102,102,4,1.0,1.0,1.0
(((a(b|ε))*)|(a*)),35,35,1,1.0,0.5,0.6666666666666666
(((a(b|ε))*)|(b*)),104,104,4,1.0,1.0,1.0
(((a(a*))*)|(a*)),35,35,1,1.0,1.0,1.0
(((a(a*))*)|(b*)),93,93,3,1.0,1.0,1.0
(((a(b*))*)|(a*)),53,53,2,1.0,1.0,1.0
(((a(b*))*)|(b*)),74,74,3,1.0,1.0,1.0
(((b(a|ε))*)|(a*)),73,73,3,0.2,1.0,0.33333333333333337
(((b(a|ε))*)|(b*)),35,35,1,1.0,1.0,1.0
(((b(b|ε))*)|(a*)),75,75,3,1.0,1.0,1.0
(((b(b|ε))*)|(b*)),35,35,1,1.0,1.0,1.0
(((b(a*))*)|(a*)),72,72,3,1.0,1.0,1.0
(((b(a*))*)|(b*)),53,53,2,1.0,1.0,1.0
(((b(b*))*)|(a*)),93,93,3,1.0,1.0,1.0
(((b(b*))*)|(b*)),35,35,1,1.0,1.0,1.0
((((a*)a)*)|(a*)),35,35,1,1.0,1.0,1.0
((((a*)a)*)|(b*)),93,93,3,1.0,1.0,1.0
((((a*)b)*)|(a*)),54,54,2,1.0,1.0,1.0
((((a*)b)*)|(b*)),35,35,1,1.0,1.0,1.0
((((b*)a)*)|(a*)),35,35,1,1.0,1.0,1.0
((((b*)a)*)|(b*)),55,55,2,1.0,1.0,1.0
((((b*)b)*)|(a*)),93,93,3,1.0,1.0,1.0
((((b*)b)*)|(b*)),35,35,1,1.0,1.0,1.0
(((a|(a|a))|ε)a),33,33,1,0,0,0
(((a|(a|a))|ε)b),33,33,1,0,0,0
(((a|(a|b))|ε)a),33,33,1,0,0,0
(((a|(a|b))|ε)b),33,33,1,0,0,0
(((a|(b|a))|ε)a),33,33,1,0,0,0
(((a|(b|a))|ε)b),33,33,1,0,0,0
(((a|(b|b))|ε)a),33,33,1,0,0,0
(((a|(b|b))|ε)b),33,33,1,0,0,0
(((b|(a|a))|ε)a),33,33,1,0,0,0
(((b|(a|a))|ε)b),33,33,1,0,0,0
(((b|(a|b))|ε)a),33,33,1,0,0,0
(((b|(a|b))|ε)b),33,33,1,0,0,0
(((b|(b|a))|ε)a),33,33,1,0,0,0
(((b|(b|a))|ε)b),33,33,1,0,0,0
(((b|(b|b))|ε)a),33,33,1,0,0,0
(((b|(b|b))|ε)b),33,33,1,0,0,0
((((a*)|(a*))|ε)a),54,54,2,1.0,1.0,1.0
((((a*)|(a*))|ε)b),58,58,2,0,0,0
((((a*)|(b*))|ε)a),94,94,3,1.0,1.0,1.0
((((a*)|(b*))|ε)b),105,105,3,1.0,1.0,1.0
((((b*)|(a*))|ε)a),94,94,3,1.0,1.0,1.0
((((b*)|(a*))|ε)b),105,105,3,1.0,1.0,1.0
((((b*)|(b*))|ε)a),55,55,2,0,0,0
((((b*)|(b*))|ε)b),55,55,2,1.0,1.0,1.0
((a|ε)((aa)|ε)),33,33,1,0,0.0,0
((a|ε)((ab)|ε)),33,33,1,0,0,0
((a|ε)((ba)|ε)),33,33,1,0,0,0
((a|ε)((bb)|ε)),33,33,1,0,0,0
((a|ε)(a|(a|a))),33,33,1,0,0,0
((a|ε)(a|(a|b))),33,33,1,0,0,0
((a|ε)(a|(b|a))),33,33,1,0,0,0
((a|ε)(a|(b|b))),33,33,1,0,0,0
((a|ε)(b|(a|a))),33,33,1,0,0,0
((a|ε)(b|(a|b))),33,33,1,0,0,0
((a|ε)(b|(b|a))),33,33,1,0,0,0
((a|ε)(b|(b|b))),33,33,1,0,0,0
((a|ε)((a*)|(a*))),54,54,2,1.0,1.0,1.0
((a|ε)((a*)|(b*))),95,95,4,1.0,1.0,1.0
((a|ε)((b*)|(a*))),95,95,4,1.0,1.0,1.0
((a|ε)((b*)|(b*))),54,54,2,0,0,0
((a|ε)((aa)*)),55,55,2,1.0,1.0,1.0
((a|ε)((ab)*)),55,55,2,0,0,0
((a|ε)((ba)*)),55,55,2,0,0,0
((a|ε)((bb)*)),55,55,2,0,0,0
((b|ε)((aa)|ε)),33,33,1,0,0,0
((b|ε)((ab)|ε)),33,33,1,0,0,0
((b|ε)((ba)|ε)),33,33,1,0,0,0
((b|ε)((bb)|ε)),33,33,1,0,0,0
((b|ε)(a|(a|a))),33,33,1,0,0,0
((b|ε)(a|(a|b))),33,33,1,0,0,0
((b|ε)(a|(b|a))),33,33,1,0,0,0
((b|ε)(a|(b|b))),33,33,1,0,0,0
((b|ε)(b|(a|a))),33,33,1,0,0,0
((b|ε)(b|(a|b))),33,33,1,0,0,0
((b|ε)(b|(b|a))),33,33,1,0,0,0
((b|ε)(b|(b|b))),33,33,1,0,0,0
((b|ε)((a*)|(a*))),54,54,2,1.0,1.0,1.0
((b|ε)((a*)|(b*))),126,126,4,1.0,1.0,1.0
((b|ε)((b*)|(a*))),126,126,4,1.0,1.0,1.0
((b|ε)((b*)|(b*))),55,55,2,1.0,1.0,1.0
((b|ε)((aa)*)),59,59,2,0,0.0,0
((b|ε)((ab)*)),59,59,2,0,0,0
((b|ε)((ba)*)),59,59,2,0,0,0
((b|ε)((bb)*)),59,59,2,1.0,1.0,1.0
((((a|ε)a)|ε)a),33,33,1,0,0.0,0
((((a|ε)a)|ε)b),33,33,1,0,0,0
((((a|ε)b)|ε)a),33,33,1,0,0,0
((((a|ε)b)|ε)b),33,33,1,0,0,0
((((b|ε)a)|ε)a),33,33,1,0,0,0
((((b|ε)a)|ε)b),33,33,1,0,0,0
((((b|ε)b)|ε)a),33,33,1,0,0,0
((((b|ε)b)|ε)b),33,33,1,0,0,0
(((a(a|ε))|ε)a),33,33,1,0,0.0,0
(((a(a|ε))|ε)b),33,33,1,0,0,0
(((a(b|ε))|ε)a),33,33,1,0,0,0
(((a(b|ε))|ε)b),33,33,1,0,0,0
(((aa)|ε)(a|ε)),33,33,1,0,0.0,0
(((aa)|ε)(b|ε)),33,33,1,0,0,0
(((aa)|ε)(a*)),33,33,1,0,0.0,0
(((aa)|ε)(b*)),33,33,1,0,0,0
(((ab)|ε)(a|ε)),33,33,1,0,0,0
(((ab)|ε)(b|ε)),33,33,1,0,0,0
(((ab)|ε)(a*)),33,33,1,0,0,0
(((ab)|ε)(b*)),33,33,1,0,0.0,0
(((a(a*))|ε)a),33,33,1,0,0.0,0
(((a(a*))|ε)b),33,33,1,0,0,0
(((a(b*))|ε)a),33,33,1,0,0.0,0
(((a(b*))|ε)b),33,33,1,0,0.0,0
(((b(a|ε))|ε)a),33,33,1,0,0,0
(((b(a|ε))|ε)b),33,33,1,0,0,0
(((b(b|ε))|ε)a),33,33,1,0,0,0
(((b(b|ε))|ε)b),33,33,1,0,0,0
(((ba)|ε)(a|ε)),33,33,1,0,0,0
(((ba)|ε)(b|ε)),33,33,1,0,0,0
(((ba)|ε)(a*)),33,33,1,0,0.0,0
(((ba)|ε)(b*)),33,33,1,0,0,0
(((bb)|ε)(a|ε)),33,33,1,0,0,0
(((bb)|ε)(b|ε)),33,33,1,0,0,0
(((bb)|ε)(a*)),33,33,1,0,0,0
(((bb)|ε)(b*)),33,33,1,0,0.0,0
(((b(a*))|ε)a),33,33,1,0,0.0,0
(((b(a*))|ε)b),33,33,1,0,0.0,0
(((b(b*))|ε)a),33,33,1,0,0,0
(((b(b*))|ε)b),33,33,1,0,0.0,0
((((a*)a)|ε)a),33,33,1,0,0.0,0
((((a*)a)|ε)b),33,33,1,0,0,0
((((a*)b)|ε)a),33,33,1,0,0.0,0
((((a*)b)|ε)b),33,33,1,0,0,0
((((b*)a)|ε)a),91,91,3,1.0,1.0,1.0
((((b*)a)|ε)b),33,33,1,0,0,0
((((b*)b)|ε)a),33,33,1,0,0,0
((((b*)b)|ε)b),33,33,1,0,0.0,0
((a|a)(a|a)),33,33,1,0,0,0
((a|a)(a|b)),33,33,1,0,0,0
((a|a)(b|a)),33,33,1,0,0,0
((a|a)(b|b)),33,33,1,0,0,0
((a|b)(a|a)),33,33,1,0,0,0
((a|b)(a|b)),33,33,1,0,0,0
((a|b)(b|a)),33,33,1,0,0,0
((a|b)(b|b)),33,33,1,0,0,0
((a|(a|a))(a|ε)),33,33,1,0,0,0
((a|(a|a))(b|ε)),33,33,1,0,0,0
((a|(a|a))(a*)),54,54,2,1.0,1.0,1.0
((a|(a|a))(b*)),54,54,2,0,0,0
((a|(a|b))(a|ε)),33,33,1,0,0,0
((a|(a|b))(b|ε)),33,33,1,0,0,0
((a|(a|b))(a*)),53,53,2,1.0,1.0,1.0
((a|(a|b))(b*)),54,54,2,1.0,1.0,1.0
((a|(b|a))(a|ε)),33,33,1,0,0,0
((a|(b|a))(b|ε)),33,33,1,0,0,0
((a|(b|a))(a*)),53,53,2,1.0,1.0,1.0
((a|(b|a))(b*)),54,54,2,1.0,1.0,1.0
((a|(b|b))(a|ε)),33,33,1,0,0,0
((a|(b|b))(b|ε)),33,33,1,0,0,0
((a|(b|b))(a*)),53,53,2,1.0,1.0,1.0
((a|(b|b))(b*)),54,54,2,1.0,1.0,1.0
((a|(a*))a),54,54,2,1.0,1.0,1.0
((a|(a*))b),58,58,2,0,0,0
((a|(b*))a),94,94,3,0,0,0
((a|(b*))b),93,93,3,1.0,1.0,1.0
((b|a)(a|a)),33,33,1,0,0,0
((b|a)(a|b)),33,33,1,0,0,0
((b|a)(b|a)),33,33,1,0,0,0
((b|a)(b|b)),33,33,1,0,0,0
((b|b)(a|a)),33,33,1,0,0,0
((b|b)(a|b)),33,33,1,0,0,0
((b|b)(b|a)),33,33,1,0,0,0
((b|b)(b|b)),33,33,1,0,0,0
((b|(a|a))(a|ε)),33,33,1,0,0,0
((b|(a|a))(b|ε)),33,33,1,0,0,0
((b|(a|a))(a*)),53,53,2,1.0,1.0,1.0
((b|(a|a))(b*)),54,54,2,1.0,1.0,1.0
((b|(a|b))(a|ε)),33,33,1,0,0,0
((b|(a|b))(b|ε)),33,33,1,0,0,0
((b|(a|b))(a*)),53,53,2,1.0,1.0,1.0
((b|(a|b))(b*)),54,54,2,1.0,1.0,1.0
((b|(b|a))(a|ε)),33,33,1,0,0,0
((b|(b|a))(b|ε)),33,33,1,0,0,0
((b|(b|a))(a*)),53,53,2,1.0,1.0,1.0
((b|(b|a))(b*)),54,54,2,1.0,1.0,1.0
((b|(b|b))(a|ε)),33,33,1,0,0,0
((b|(b|b))(b|ε)),33,33,1,0,0,0
((b|(b|b))(a*)),54,54,2,1.0,1.0,1.0
((b|(b|b))(b*)),55,55,2,1.0,1.0,1.0
((b|(a*))a),63,63,2,0.3333333333333333,1.0,0.5
((b|(a*))b),94,94,3,0.0,0,0
((b|(b*))a),55,55,2,0,0,0
((b|(b*))b),55,55,2,1.0,1.0,1.0
(((a*)|(a*))(a|ε)),54,54,2,1.0,1.0,1.0
(((a*)|(a*))(b|ε)),58,58,2,0,0,0
(((a*)|(a*))(a*)),35,35,1,1.0,1.0,1.0
(((a*)|(a*))(b*)),53,53,2,1.0,1.0,1.0
(((a*)|(b*))(a|ε)),94,94,3,1.0,1.0,1.0
(((a*)|(b*))(b|ε)),105,105,3,1.0,1.0,1.0
(((a*)|(b*))(a*)),53,53,2,1.0,1.0,1.0
(((a*)|(b*))(b*)),53,53,2,1.0,1.0,1.0
(((b*)|(a*))(a|ε)),94,94,3,1.0,1.0,1.0
(((b*)|(a*))(b|ε)),105,105,3,1.0,1.0,1.0
